element_key,parking_category,total_nopark,total_zones,parking_spaces,total_spaces
17958,Unrestricted Parking,4,0,21,25
88650,Unrestricted Parking,0,0,11,11
17798,Time Limited Parking,1,0,10,11
88410,Unrestricted Parking,1,0,11,12
88394,Unrestricted Parking,4,0,4,8
17714,No Parking Allowed,12,0,0,9
88209,Unrestricted Parking,8,0,1,9
17566,No Parking Allowed,20,0,0,11
121638,No Parking Allowed,20,0,0,15
120548,Unrestricted Parking,4,0,11,15
87758,No Parking Allowed,12,0,0,10
87446,Unrestricted Parking,4,0,14,18
87226,Unrestricted Parking,4,0,9,13
120336,Time Limited Parking,4,1,6,11
120303,Restricted Parking Zone,0,0,10,10
87074,Unrestricted Parking,4,0,8,12
120290,Restricted Parking Zone,0,0,10,10
91686,Unrestricted Parking,1,0,14,15
86754,Unrestricted Parking,4,0,8,12
45790,No Parking Allowed,8,0,0,5
90910,Unrestricted Parking,4,0,8,12
45634,Unrestricted Parking,0,2,8,10
18193,Time Limited Parking,4,1,6,11
90865,Unrestricted Parking,4,0,2,6
30266,Unrestricted Parking,4,0,5,9
27446,Unrestricted Parking,4,0,13,17
27337,Unrestricted Parking,4,0,22,26
86413,Unrestricted Parking,8,1,18,27
85345,Unrestricted Parking,8,0,2,10
19693,No Parking Allowed,12,0,0,4
16854,Unrestricted Parking,9,0,15,24
29873,Unrestricted Parking,4,0,21,25
16661,No Parking Allowed,12,0,0,3
29846,No Parking Allowed,4,0,0,4
19558,No Parking Allowed,13,0,0,10
34693,Unrestricted Parking,4,0,24,28
19521,Unrestricted Parking,5,0,5,10
19498,No Parking Allowed,30,0,0,24
19457,No Parking Allowed,9,0,0,2
33922,Unrestricted Parking,5,0,1,6
33469,Unrestricted Parking,5,0,5,10
28597,Unrestricted Parking,4,0,21,25
33453,Unrestricted Parking,0,0,10,10
18750,Unrestricted Parking,5,0,22,27
18649,Unrestricted Parking,0,2,22,24
32790,Unrestricted Parking,0,1,18,19
18433,Unrestricted Parking,4,0,8,12
28341,Unrestricted Parking,4,0,7,11
18281,Restricted Parking Zone,8,0,1,9
31969,No Parking Allowed,5,0,0,3
31637,Unrestricted Parking,4,0,8,12
27534,Unrestricted Parking,4,0,48,52
18210,Time Limited Parking,9,0,0,9
30482,Unrestricted Parking,4,0,21,25
18201,Time Limited Parking,0,0,10,10
84681,Unrestricted Parking,1,0,3,4
84098,Unrestricted Parking,4,0,2,6
36550,No Parking Allowed,14,0,0,9
35742,No Parking Allowed,16,0,0,16
35534,Unrestricted Parking,0,0,10,10
34949,Unrestricted Parking,4,0,21,25
84078,Unrestricted Parking,0,0,18,18
33621,Unrestricted Parking,5,0,44,49
83922,Unrestricted Parking,4,0,6,10
33069,Unrestricted Parking,8,0,10,18
32646,Unrestricted Parking,0,0,44,44
83777,Unrestricted Parking,16,0,9,25
32526,Unrestricted Parking,4,0,20,24
83698,No Parking Allowed,4,0,0,3
27186,No Parking Allowed,8,0,0,8
26306,Unrestricted Parking,4,0,21,25
31349,Unrestricted Parking,4,0,8,12
29734,Unrestricted Parking,4,0,6,10
29422,Unrestricted Parking,4,0,17,21
24618,Unrestricted Parking,4,0,15,19
24434,Unrestricted Parking,4,0,14,18
29221,No Parking Allowed,12,0,0,11
23593,Time Limited Parking,4,0,7,11
23321,Unrestricted Parking,12,0,8,20
17537,No Parking Allowed,20,1,0,12
17370,Unrestricted Parking,8,0,1,9
23262,Unrestricted Parking,4,0,7,11
17142,Unrestricted Parking,8,0,21,29
22674,Unrestricted Parking,4,0,8,12
33234,Unrestricted Parking,8,0,2,10
82649,No Parking Allowed,8,0,0,5
82390,Unrestricted Parking,4,0,1,5
82238,Unrestricted Parking,12,0,2,14
15642,Time Limited Parking,10,2,0,11
29098,Unrestricted Parking,4,0,12,16
28913,Unrestricted Parking,4,0,21,25
28706,Unrestricted Parking,5,0,5,10
82170,No Parking Allowed,8,0,0,2
28614,Unrestricted Parking,4,0,22,26
81713,Time Limited Parking,4,2,4,10
28141,Unrestricted Parking,0,0,25,25
27745,Unrestricted Parking,0,0,20,20
81598,Unrestricted Parking,4,0,9,13
27586,Unrestricted Parking,4,0,6,10
80718,Unrestricted Parking,8,0,39,47
80685,Unrestricted Parking,9,0,10,19
16278,No Parking Allowed,12,0,0,10
27541,Time Limited Parking,12,0,9,21
27137,Unrestricted Parking,4,0,23,27
26390,Unrestricted Parking,4,0,60,64
16174,Unrestricted Parking,8,0,4,12
16101,No Parking Allowed,12,0,0,4
26186,Unrestricted Parking,4,0,12,16
16081,Unrestricted Parking,9,0,16,25
16038,Unrestricted Parking,16,0,9,25
85242,No Parking Allowed,13,0,0,11
85158,No Parking Allowed,4,1,0,2
82705,No Parking Allowed,13,1,0,9
15670,Unrestricted Parking,4,0,9,13
85021,No Parking Allowed,8,0,0,1
82433,No Parking Allowed,12,0,0,12
84854,No Parking Allowed,8,3,0,10
15009,Unrestricted Parking,8,0,1,9
14450,No Parking Allowed,16,0,0,9
14369,No Parking Allowed,16,0,0,11
14357,Restricted Parking Zone,4,0,12,16
9909,Unrestricted Parking,4,0,3,7
14266,Restricted Parking Zone,4,0,7,11
8202,Unrestricted Parking,4,0,19,23
14197,No Parking Allowed,12,0,0,12
8201,Unrestricted Parking,4,0,19,23
14966,Time Limited Parking,0,2,6,8
8137,Unrestricted Parking,8,0,1,9
14913,No Parking Allowed,16,0,0,8
14157,No Parking Allowed,20,0,0,12
7545,Unrestricted Parking,1,0,15,16
14153,Time Limited Parking,12,0,0,9
21353,Unrestricted Parking,4,0,7,11
21289,No Parking Allowed,4,0,0,2
7530,Unrestricted Parking,4,0,12,16
7194,Unrestricted Parking,8,0,17,25
14886,Unrestricted Parking,4,0,8,12
25074,No Parking Allowed,8,0,0,6
20938,Unrestricted Parking,8,0,3,11
20346,Unrestricted Parking,4,0,7,11
15602,Restricted Parking Zone,0,0,11,11
83373,Restricted Parking Zone,0,0,9,9
14745,Unrestricted Parking,8,0,2,10
83170,Unrestricted Parking,8,0,1,9
15477,Unrestricted Parking,5,0,6,11
15342,Unrestricted Parking,5,0,6,11
14509,Restricted Parking Zone,12,0,0,12
83034,Unrestricted Parking,4,0,8,12
15250,No Parking Allowed,30,0,0,24
82706,Time Limited Parking,6,0,3,9
24906,Unrestricted Parking,4,0,15,19
24809,Unrestricted Parking,4,0,22,26
23886,Unrestricted Parking,0,1,11,12
16926,Unrestricted Parking,4,0,1,5
16830,Unrestricted Parking,4,0,8,12
16710,Unrestricted Parking,8,0,3,11
18570,Unrestricted Parking,4,0,20,24
23666,No Parking Allowed,8,0,0,8
17241,Unrestricted Parking,4,0,12,16
22950,Unrestricted Parking,4,0,5,9
16933,Unrestricted Parking,4,0,1,5
16901,Unrestricted Parking,4,0,11,15
22529,Unrestricted Parking,4,0,8,12
16718,Unrestricted Parking,4,0,18,22
22329,Unrestricted Parking,1,0,11,12
22166,Unrestricted Parking,4,0,7,11
22009,Unrestricted Parking,5,0,7,12
16450,Unrestricted Parking,4,0,8,12
15662,Unrestricted Parking,4,0,9,13
15493,Unrestricted Parking,1,0,10,11
21794,Unrestricted Parking,4,0,4,8
20018,No Parking Allowed,8,0,0,8
15486,Unrestricted Parking,8,0,1,9
19802,Restricted Parking Zone,0,0,7,7
18809,Unrestricted Parking,8,0,5,13
15229,Unrestricted Parking,4,0,15,19
11302,Unrestricted Parking,5,0,11,16
18378,Unrestricted Parking,4,0,8,12
10754,No Parking Allowed,4,0,0,2
19102,Unrestricted Parking,8,0,4,12
17190,Unrestricted Parking,1,0,3,4
80614,Time Limited Parking,4,2,5,11
78709,Unrestricted Parking,5,1,19,25
78610,Unrestricted Parking,12,0,5,17
78057,Unrestricted Parking,12,0,3,15
77998,Unrestricted Parking,14,0,15,29
77957,Unrestricted Parking,5,0,30,35
77865,Unrestricted Parking,4,0,21,25
80498,Unrestricted Parking,8,0,1,9
77533,Unrestricted Parking,8,0,19,27
80234,Unrestricted Parking,12,0,1,13
12774,Unrestricted Parking,4,0,26,30
77433,Unrestricted Parking,4,0,2,6
12626,Time Limited Parking,6,1,4,11
12461,Time Limited Parking,5,1,20,26
12345,No Parking Allowed,16,0,0,12
77418,Unrestricted Parking,4,0,12,16
77038,Time Limited Parking,9,0,4,13
80118,Unrestricted Parking,8,0,7,15
76893,Unrestricted Parking,8,0,1,9
11982,No Parking Allowed,16,0,0,11
11933,Unrestricted Parking,8,1,17,26
76854,Unrestricted Parking,9,0,9,18
11893,No Parking Allowed,12,0,0,12
78826,No Parking Allowed,4,0,0,4
16202,Unrestricted Parking,8,0,3,11
76802,Unrestricted Parking,4,0,32,36
25053,Time Limited Parking,5,0,4,9
78793,Unrestricted Parking,8,2,1,11
14553,Unrestricted Parking,4,1,7,12
24965,Unrestricted Parking,4,0,13,17
24961,Unrestricted Parking,4,0,22,26
5822,Unrestricted Parking,4,0,13,17
4669,No Parking Allowed,4,0,0,4
4598,No Parking Allowed,8,0,0,2
91273,Unrestricted Parking,4,0,9,13
76678,Unrestricted Parking,4,0,5,9
76257,Time Limited Parking,20,0,19,39
76149,Unrestricted Parking,4,0,22,26
4222,Unrestricted Parking,4,0,5,9
75813,Unrestricted Parking,0,1,10,11
3798,Unrestricted Parking,4,0,22,26
13865,Unrestricted Parking,5,0,5,10
13586,Restricted Parking Zone,0,5,36,41
3202,Unrestricted Parking,0,0,26,26
13561,Unrestricted Parking,25,0,11,36
2813,Unrestricted Parking,0,0,11,11
2357,Unrestricted Parking,0,0,26,26
2286,No Parking Allowed,12,0,0,8
13450,Unrestricted Parking,8,0,3,11
13373,Restricted Parking Zone,4,1,9,14
13342,Unrestricted Parking,4,0,21,25
2222,Unrestricted Parking,5,0,5,10
2194,Unrestricted Parking,8,0,4,12
13250,Restricted Parking Zone,4,2,6,12
122753,Unrestricted Parking,5,0,15,20
122018,No Parking Allowed,8,0,0,1
12974,Unrestricted Parking,4,0,11,15
12926,No Parking Allowed,40,0,0,37
91809,Unrestricted Parking,8,0,7,15
12778,No Parking Allowed,17,0,0,13
11206,Unrestricted Parking,4,0,9,13
87017,Unrestricted Parking,4,0,21,25
14057,Unrestricted Parking,4,0,28,32
13861,Unrestricted Parking,4,0,1,5
12694,Time Limited Parking,8,2,8,18
11894,Unrestricted Parking,5,0,7,12
11433,Unrestricted Parking,4,0,8,12
11173,Unrestricted Parking,4,0,6,10
86854,Unrestricted Parking,4,0,21,25
10977,Unrestricted Parking,12,0,13,25
86809,No Parking Allowed,4,0,0,4
75142,Unrestricted Parking,20,0,6,26
10457,Unrestricted Parking,4,0,36,40
75037,Unrestricted Parking,4,0,6,10
74530,Time Limited Parking,5,0,1,6
74458,Restricted Parking Zone,0,0,17,17
9641,Unrestricted Parking,12,0,4,16
9434,Unrestricted Parking,5,0,1,6
86602,Unrestricted Parking,4,0,2,6
11790,No Parking Allowed,16,0,0,16
74073,Unrestricted Parking,4,0,6,10
91269,No Parking Allowed,12,0,0,10
11442,No Parking Allowed,12,0,0,10
90774,Unrestricted Parking,8,0,4,12
86105,Unrestricted Parking,4,0,8,12
89142,Unrestricted Parking,4,0,5,9
11378,Unrestricted Parking,3,0,1,4
11289,Unrestricted Parking,12,5,2,19
14325,Unrestricted Parking,8,0,5,13
88333,Unrestricted Parking,4,0,2,6
11238,No Parking Allowed,8,0,0,7
14237,No Parking Allowed,12,0,0,12
70950,Unrestricted Parking,0,1,4,5
70897,Unrestricted Parking,8,2,6,16
70837,Unrestricted Parking,4,0,21,25
8018,Unrestricted Parking,4,0,8,12
7961,Unrestricted Parking,5,0,11,16
6861,Unrestricted Parking,4,0,21,25
6234,Unrestricted Parking,4,0,22,26
70814,Restricted Parking Zone,0,0,9,9
6218,Unrestricted Parking,4,0,5,9
70330,No Parking Allowed,24,0,0,16
5805,Unrestricted Parking,4,0,6,10
5493,Unrestricted Parking,4,0,15,19
10958,Unrestricted Parking,8,0,13,21
5401,Unrestricted Parking,9,0,16,25
10765,Unrestricted Parking,5,2,5,12
10581,Unrestricted Parking,8,0,12,20
10554,Unrestricted Parking,1,0,9,10
4941,Unrestricted Parking,4,0,8,12
4817,Unrestricted Parking,12,0,10,22
75758,No Parking Allowed,8,0,0,5
10498,Restricted Parking Zone,21,0,0,16
10413,Unrestricted Parking,8,0,5,13
75598,Unrestricted Parking,4,0,35,39
10113,Unrestricted Parking,0,1,22,23
9166,Unrestricted Parking,5,0,8,13
75569,No Parking Allowed,8,0,0,2
75553,Unrestricted Parking,4,0,14,18
8326,Unrestricted Parking,4,0,5,9
75226,Unrestricted Parking,4,0,22,26
70317,Unrestricted Parking,13,0,13,26
9169,Unrestricted Parking,4,0,6,10
8170,Unrestricted Parking,0,0,25,25
7586,Unrestricted Parking,4,0,21,25
7554,Unrestricted Parking,4,3,18,25
57878,Unrestricted Parking,4,0,26,30
57705,Unrestricted Parking,0,2,2,4
57662,Time Limited Parking,13,1,5,19
9069,No Parking Allowed,8,0,0,5
57621,Time Limited Parking,12,0,14,26
9033,Unrestricted Parking,0,0,9,9
73546,Unrestricted Parking,4,0,22,26
8978,Unrestricted Parking,24,0,14,38
10089,Unrestricted Parking,4,0,22,26
10018,Unrestricted Parking,9,0,1,10
73402,Unrestricted Parking,13,0,11,24
73318,Unrestricted Parking,5,0,13,18
8810,Time Limited Parking,0,0,10,10
73214,Unrestricted Parking,4,0,22,26
9982,Unrestricted Parking,1,1,23,25
9522,No Parking Allowed,16,1,0,9
72373,No Parking Allowed,4,0,0,3
9442,Unrestricted Parking,16,0,5,21
8794,No Parking Allowed,12,0,0,11
9250,Restricted Parking Zone,0,0,6,6
72014,Unrestricted Parking,4,0,6,10
71430,Unrestricted Parking,0,0,24,24
8506,Unrestricted Parking,5,0,5,10
9234,No Parking Allowed,54,0,0,36
71082,Unrestricted Parking,24,0,10,34
8422,Unrestricted Parking,16,1,1,18
6361,Time Limited Parking,4,1,13,18
5569,Restricted Parking Zone,0,0,15,15
5389,No Parking Allowed,5,0,0,4
56922,Unrestricted Parking,16,0,15,31
56789,Unrestricted Parking,4,0,10,14
56738,Unrestricted Parking,4,0,6,10
56573,Unrestricted Parking,16,0,27,43
5365,Unrestricted Parking,8,0,23,31
56529,Unrestricted Parking,4,0,34,38
5362,Unrestricted Parking,4,0,21,25
56473,Unrestricted Parking,8,0,9,17
56458,Time Limited Parking,25,0,10,35
5193,Time Limited Parking,4,0,2,6
56249,Restricted Parking Zone,8,0,14,22
4530,Unrestricted Parking,4,0,22,26
4209,No Parking Allowed,12,0,0,10
3914,Unrestricted Parking,4,0,10,14
56221,No Parking Allowed,13,0,0,9
56010,No Parking Allowed,12,0,0,9
55757,Restricted Parking Zone,0,0,12,12
57241,Unrestricted Parking,8,0,4,12
57237,Unrestricted Parking,9,0,2,11
55742,Unrestricted Parking,8,0,20,28
57090,Unrestricted Parking,16,0,2,18
57081,No Parking Allowed,16,0,0,11
55709,Restricted Parking Zone,4,0,17,21
55694,Restricted Parking Zone,4,0,12,16
6378,Restricted Parking Zone,0,0,18,18
57049,No Parking Allowed,8,0,0,6
9030,Unrestricted Parking,8,0,1,9
4978,Time Limited Parking,0,0,3,3
73537,Unrestricted Parking,4,0,23,27
72961,Restricted Parking Zone,0,0,20,20
72466,Unrestricted Parking,5,2,22,29
72398,Time Limited Parking,20,0,5,25
72394,No Parking Allowed,12,0,0,10
8797,No Parking Allowed,26,0,0,25
8269,No Parking Allowed,19,0,0,12
73365,Unrestricted Parking,5,0,20,25
8082,Unrestricted Parking,12,0,13,25
73330,Unrestricted Parking,4,0,7,11
8065,Unrestricted Parking,4,0,6,10
76073,Unrestricted Parking,4,0,16,20
76066,Restricted Parking Zone,0,0,7,7
74742,Unrestricted Parking,4,0,1,5
7789,Unrestricted Parking,20,0,4,24
7433,Unrestricted Parking,12,0,1,13
73301,Unrestricted Parking,0,0,8,8
7333,No Parking Allowed,8,0,0,4
74442,No Parking Allowed,16,0,0,10
74101,Unrestricted Parking,4,0,16,20
7234,Unrestricted Parking,17,0,7,24
73926,Unrestricted Parking,8,0,3,11
73294,Unrestricted Parking,9,1,15,25
73794,Unrestricted Parking,16,0,9,25
7054,Unrestricted Parking,0,0,16,16
6665,Unrestricted Parking,4,0,12,16
73126,Restricted Parking Zone,0,0,19,19
73633,Unrestricted Parking,20,0,5,25
6582,Time Limited Parking,0,2,17,19
73070,Unrestricted Parking,12,2,12,26
2710,Unrestricted Parking,28,0,2,30
2657,Unrestricted Parking,4,0,22,26
2573,Restricted Parking Zone,8,0,14,22
54777,Restricted Parking Zone,0,2,23,25
54745,Unrestricted Parking,16,0,3,19
54458,No Parking Allowed,20,0,0,16
54441,No Parking Allowed,28,0,0,19
2389,Unrestricted Parking,51,0,4,55
54270,Unrestricted Parking,0,0,24,24
2353,Unrestricted Parking,4,0,22,26
54178,Unrestricted Parking,20,0,3,23
54142,Unrestricted Parking,20,0,5,25
2346,Unrestricted Parking,24,0,1,25
54118,Restricted Parking Zone,4,0,3,7
72238,No Parking Allowed,12,0,0,6
72237,No Parking Allowed,8,0,0,6
72025,Unrestricted Parking,16,0,5,21
53985,Unrestricted Parking,12,0,72,84
53957,No Parking Allowed,13,0,0,7
53838,No Parking Allowed,12,0,0,11
55666,No Parking Allowed,9,0,0,6
55505,Unrestricted Parking,0,0,23,23
53770,No Parking Allowed,16,0,0,13
55502,Unrestricted Parking,5,0,8,13
55457,Time Limited Parking,12,1,0,13
53757,Unrestricted Parking,4,0,11,15
76686,Unrestricted Parking,23,0,19,42
3002,Restricted Parking Zone,4,0,9,13
55230,Unrestricted Parking,8,0,17,25
76250,No Parking Allowed,16,0,0,12
2138,Unrestricted Parking,5,0,7,12
71262,Restricted Parking Zone,4,0,6,10
69993,Unrestricted Parking,9,0,3,12
69982,Unrestricted Parking,4,1,20,25
53689,Unrestricted Parking,12,0,4,16
53685,Unrestricted Parking,16,0,13,29
53317,Unrestricted Parking,5,1,19,25
2046,Restricted Parking Zone,4,0,12,16
53306,No Parking Allowed,8,3,0,10
71213,Unrestricted Parking,8,0,18,26
53145,Unrestricted Parking,4,1,4,9
70825,Unrestricted Parking,4,0,6,10
1817,Restricted Parking Zone,8,0,8,16
52761,Unrestricted Parking,4,0,21,25
1421,Restricted Parking Zone,8,0,9,17
1394,Unrestricted Parking,9,0,1,10
1334,Restricted Parking Zone,0,0,11,11
3882,Unrestricted Parking,4,0,19,23
3786,Unrestricted Parking,4,0,11,15
70629,Time Limited Parking,4,3,12,19
3637,Unrestricted Parking,1,4,4,9
1249,Time Limited Parking,21,3,6,30
71969,Unrestricted Parking,4,3,18,25
3594,Restricted Parking Zone,4,0,7,11
71681,Unrestricted Parking,0,0,26,26
70078,Restricted Parking Zone,0,0,21,21
71377,Unrestricted Parking,5,0,21,26
3189,Restricted Parking Zone,4,1,9,14
3145,Restricted Parking Zone,0,0,12,12
70066,Unrestricted Parking,20,0,6,26
71269,Unrestricted Parking,0,0,4,4
3026,Restricted Parking Zone,4,0,6,10
70046,No Parking Allowed,12,1,0,9
52534,Time Limited Parking,20,0,12,32
52414,Unrestricted Parking,10,0,14,24
52381,Unrestricted Parking,12,0,1,13
68137,No Parking Allowed,16,0,0,12
68102,Unrestricted Parking,0,0,13,13
67949,Unrestricted Parking,4,0,9,13
13669,No Parking Allowed,12,0,0,9
52241,Restricted Parking Zone,4,0,15,19
13385,Unrestricted Parking,9,0,16,25
51994,Restricted Parking Zone,4,2,20,26
13337,Unrestricted Parking,4,0,11,15
12966,Restricted Parking Zone,5,1,10,16
51914,No Parking Allowed,8,0,0,6
12929,No Parking Allowed,24,1,0,14
69898,Unrestricted Parking,4,0,32,36
69285,Restricted Parking Zone,4,0,12,16
69226,No Parking Allowed,12,0,0,11
12689,Unrestricted Parking,4,0,8,12
12410,No Parking Allowed,4,0,0,2
12406,Time Limited Parking,0,1,17,18
68598,No Parking Allowed,12,0,0,12
68493,Time Limited Parking,4,0,7,11
12050,No Parking Allowed,8,0,0,5
68281,Unrestricted Parking,8,0,4,12
9741,Unrestricted Parking,4,0,57,61
68274,Restricted Parking Zone,4,0,9,13
12022,Unrestricted Parking,4,0,6,10
2129,Time Limited Parking,9,1,7,17
52714,Unrestricted Parking,4,0,21,25
68253,No Parking Allowed,12,0,0,12
2061,Time Limited Parking,12,0,0,8
52226,Unrestricted Parking,4,0,21,25
49593,Unrestricted Parking,0,0,9,9
56341,Restricted Parking Zone,4,0,8,12
56338,No Parking Allowed,12,0,0,6
55777,Unrestricted Parking,1,1,10,12
11977,No Parking Allowed,12,0,0,10
51646,Unrestricted Parking,4,0,21,25
11842,No Parking Allowed,8,0,0,7
50773,Unrestricted Parking,16,0,1,17
11517,Unrestricted Parking,9,0,7,16
49206,Restricted Parking Zone,0,0,10,10
11341,No Parking Allowed,8,0,0,8
49161,No Parking Allowed,16,0,0,9
50678,Time Limited Parking,11,1,1,13
11318,No Parking Allowed,24,0,0,16
50669,Unrestricted Parking,4,0,22,26
50657,Unrestricted Parking,0,0,25,25
50617,Unrestricted Parking,4,0,14,18
10794,Time Limited Parking,0,1,20,21
10233,No Parking Allowed,42,0,0,38
49137,Unrestricted Parking,8,0,7,15
10229,Unrestricted Parking,18,1,8,27
50577,Unrestricted Parking,8,9,8,25
50233,Unrestricted Parking,10,1,18,29
10226,Time Limited Parking,0,0,6,6
49905,Unrestricted Parking,13,0,6,19
57038,No Parking Allowed,4,0,0,2
49869,No Parking Allowed,16,3,0,9
10045,Unrestricted Parking,0,1,24,25
10013,No Parking Allowed,13,0,0,7
56650,Unrestricted Parking,9,0,2,11
49850,Unrestricted Parking,8,0,2,10
9985,Unrestricted Parking,12,0,13,25
54110,Unrestricted Parking,16,0,8,24
53729,Unrestricted Parking,8,0,1,9
53618,Unrestricted Parking,9,0,1,10
63773,Unrestricted Parking,0,1,4,5
63705,Unrestricted Parking,16,0,5,21
63697,Unrestricted Parking,4,0,8,12
63633,Unrestricted Parking,4,0,3,7
53329,Unrestricted Parking,0,0,26,26
63549,Unrestricted Parking,4,0,24,28
52958,Unrestricted Parking,4,0,22,26
63525,Unrestricted Parking,8,0,17,25
63497,Unrestricted Parking,4,0,17,21
64542,Unrestricted Parking,24,0,7,31
52593,No Parking Allowed,12,1,0,12
55521,Unrestricted Parking,5,0,15,20
50677,Time Limited Parking,9,0,4,13
50406,No Parking Allowed,5,0,0,5
49973,Restricted Parking Zone,0,0,10,10
55277,No Parking Allowed,8,0,0,6
54346,Time Limited Parking,1,1,12,14
64345,Unrestricted Parking,4,0,6,10
54342,Unrestricted Parking,6,0,69,75
49737,Unrestricted Parking,8,0,17,25
49050,Unrestricted Parking,28,0,3,31
54234,Unrestricted Parking,4,0,5,9
67758,No Parking Allowed,12,0,0,11
64237,Unrestricted Parking,4,0,8,12
67754,Unrestricted Parking,8,1,3,12
54177,No Parking Allowed,24,0,0,23
54169,Unrestricted Parking,8,0,7,15
64049,Unrestricted Parking,4,0,21,25
51886,Restricted Parking Zone,8,0,15,23
53506,Unrestricted Parking,8,0,2,10
8425,Unrestricted Parking,4,0,5,9
6862,Unrestricted Parking,4,0,21,25
65246,Unrestricted Parking,8,0,5,13
6321,No Parking Allowed,28,0,0,28
5985,Unrestricted Parking,8,0,17,25
8505,Unrestricted Parking,9,0,1,10
5942,Unrestricted Parking,20,0,3,23
64574,Unrestricted Parking,4,1,7,12
5889,No Parking Allowed,12,0,0,10
8265,No Parking Allowed,26,0,0,18
9301,Restricted Parking Zone,8,2,6,16
7938,Unrestricted Parking,4,0,19,23
5486,Unrestricted Parking,9,0,16,25
5242,Unrestricted Parking,1,0,24,25
67669,Time Limited Parking,8,0,3,11
67558,Unrestricted Parking,16,0,6,22
7854,No Parking Allowed,36,0,0,33
8897,Restricted Parking Zone,4,0,26,30
67401,Unrestricted Parking,4,1,6,11
67053,Unrestricted Parking,4,0,8,12
65878,No Parking Allowed,8,0,0,5
7845,Unrestricted Parking,4,0,27,31
65486,Unrestricted Parking,4,0,21,25
9397,Time Limited Parking,8,0,3,11
7274,Unrestricted Parking,8,1,2,11
65414,Unrestricted Parking,4,0,10,14
8450,Unrestricted Parking,0,1,11,12
65145,Unrestricted Parking,8,0,2,10
7009,Unrestricted Parking,0,0,18,18
8985,Unrestricted Parking,24,0,13,37
46981,Restricted Parking Zone,0,0,8,8
47697,Unrestricted Parking,4,0,21,25
5241,Unrestricted Parking,5,0,20,25
46970,Unrestricted Parking,8,0,13,21
48814,Time Limited Parking,4,1,6,11
47282,Unrestricted Parking,20,0,6,26
47518,Unrestricted Parking,5,0,7,12
5021,Restricted Parking Zone,0,0,26,26
47553,Restricted Parking Zone,8,0,8,16
48166,Unrestricted Parking,3,0,21,24
46905,Restricted Parking Zone,4,0,4,8
47254,Unrestricted Parking,5,0,7,12
46838,Unrestricted Parking,23,0,8,31
48093,No Parking Allowed,8,0,0,5
46153,Unrestricted Parking,4,0,8,12
47230,Unrestricted Parking,8,0,13,21
48950,Unrestricted Parking,4,0,12,16
46770,Unrestricted Parking,16,0,5,21
47202,Time Limited Parking,6,2,8,16
47845,Unrestricted Parking,4,0,21,25
5066,Unrestricted Parking,4,0,21,25
46926,Unrestricted Parking,12,0,4,16
46610,Restricted Parking Zone,8,0,8,16
47570,Unrestricted Parking,4,0,2,6
48722,No Parking Allowed,13,0,0,13
47109,Unrestricted Parking,8,0,2,10
63486,Unrestricted Parking,8,0,19,27
47066,Restricted Parking Zone,4,1,10,15
48269,Unrestricted Parking,4,3,7,14
47485,No Parking Allowed,40,0,0,9
47846,Unrestricted Parking,4,0,21,25
49093,Unrestricted Parking,4,0,6,10
9398,Unrestricted Parking,5,0,6,11
45178,Unrestricted Parking,9,0,3,12
63409,Unrestricted Parking,4,0,8,12
44938,No Parking Allowed,16,0,0,15
62809,Unrestricted Parking,4,0,22,26
45830,Restricted Parking Zone,0,0,11,11
61626,No Parking Allowed,8,0,0,6
63177,Time Limited Parking,0,0,13,13
45298,No Parking Allowed,16,0,0,12
62198,Restricted Parking Zone,4,0,6,10
48890,Time Limited Parking,9,2,4,15
46550,No Parking Allowed,16,0,0,11
48501,Unrestricted Parking,4,0,21,25
44221,Unrestricted Parking,4,0,6,10
44993,Restricted Parking Zone,0,0,10,10
62986,Unrestricted Parking,4,0,22,26
48498,Unrestricted Parking,8,0,44,52
45834,Restricted Parking Zone,4,0,7,11
62110,Unrestricted Parking,1,1,8,10
63378,Unrestricted Parking,4,0,8,12
44581,Unrestricted Parking,8,0,6,14
48453,Unrestricted Parking,8,0,2,10
45554,Unrestricted Parking,4,0,19,23
62522,No Parking Allowed,8,3,0,10
61261,Unrestricted Parking,4,0,6,10
48373,Unrestricted Parking,14,0,63,77
45478,Unrestricted Parking,4,0,8,12
45254,Unrestricted Parking,4,0,8,12
62125,Restricted Parking Zone,0,0,9,9
63014,No Parking Allowed,15,0,0,13
45970,Unrestricted Parking,8,0,1,9
61229,Unrestricted Parking,4,0,7,11
44706,Unrestricted Parking,4,0,13,17
60693,Unrestricted Parking,4,0,7,11
60121,Restricted Parking Zone,0,0,8,8
59817,No Parking Allowed,40,0,0,28
59813,Unrestricted Parking,4,0,5,9
44453,Unrestricted Parking,8,0,4,12
59737,No Parking Allowed,12,0,0,9
4798,Time Limited Parking,0,0,25,25
61150,Unrestricted Parking,8,0,20,28
4649,Unrestricted Parking,12,0,2,14
60986,Unrestricted Parking,8,0,17,25
44790,Unrestricted Parking,1,0,8,9
44138,Unrestricted Parking,5,0,7,12
4621,Time Limited Parking,4,0,12,16
4130,Unrestricted Parking,0,0,31,31
60894,Time Limited Parking,0,1,12,13
3894,Unrestricted Parking,0,0,22,22
3745,Unrestricted Parking,4,0,10,14
44526,No Parking Allowed,8,0,0,6
3545,Unrestricted Parking,12,0,1,13
60886,No Parking Allowed,13,0,0,12
3418,Unrestricted Parking,13,0,5,18
